SSC_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SSC50530,16,3,18,3,4,11,0,0,0,0,0,0,0,0,0,5,4,12,0,0,0,0,0,0,31.3,133.3,66.7,18.8,133.3,61.1,0,0,0,0,0,0,0,0,0,3,3,5,3,0,3,0,0,0,0,0,0,3,0,5,6,8,14,0,0,0,4,3,6,4,0,4
SSC50531,902,923,1828,444,171,615,104,308,418,38,29,74,38,36,72,630,551,1174,235,338,569,6,6.5,6.1,69.8,59.7,64.2,65,55,60.6,28,26,54,8,30,44,90,159,250,74,98,175,308,107,416,9,15,23,14,35,46,327,159,486,956,970,1929,102,129,232,681,709,1395,335,361,696
SSC50532,1333,1435,2764,503,249,749,170,393,559,43,44,89,56,59,116,776,740,1510,453,593,1046,7.2,8,7.7,58.2,51.6,54.6,53.7,47.8,50.5,26,28,56,12,24,35,90,149,237,93,134,229,390,205,599,13,30,37,27,47,67,430,276,707,1190,1273,2465,302,285,588,740,770,1509,700,752,1453
SSC50533,31,26,62,19,13,27,7,11,17,0,0,0,0,0,0,27,23,43,3,3,12,0,0,0,87.1,88.5,69.4,83.9,92.3,71,0,0,0,0,0,0,6,7,11,0,0,0,4,5,9,0,0,0,0,3,3,4,9,15,32,23,56,12,8,19,20,17,31,14,12,26
SSC50534,1274,1400,2679,431,274,706,131,271,403,39,39,83,84,45,134,695,633,1324,425,612,1042,12.1,7.1,10.1,54.6,45.2,49.4,47.2,41.7,44.5,36,17,55,10,39,49,99,161,254,85,99,182,284,116,399,18,30,48,17,23,36,317,167,487,979,1103,2083,270,327,594,635,712,1348,579,654,1236
SSC50535,0,4,6,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,0,0,0,75,66.7,0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,5,10,0,0,0,0,5,3,0,0,0
SSC50536,42,42,77,11,0,16,3,0,11,0,3,4,8,11,10,22,17,40,13,16,24,36.4,64.7,25,52.4,40.5,51.9,33.3,7.1,40.3,0,0,0,0,0,0,0,3,3,0,3,4,14,0,11,0,0,0,4,0,4,14,5,17,40,37,75,8,8,13,17,22,34,21,14,40
SSC50537,190,178,365,77,36,112,13,38,46,3,4,15,12,6,12,103,90,191,69,71,141,11.7,6.7,6.3,54.2,50.6,52.3,48.9,43.8,47.4,3,0,4,0,4,6,9,13,23,3,18,23,36,17,59,3,3,5,3,3,4,43,28,66,170,156,319,38,49,81,110,91,199,87,97,184
SSC50538,84,100,180,14,11,26,10,5,11,0,0,3,18,14,33,36,31,69,49,60,111,50,45.2,47.8,42.9,31,38.3,28.6,16,22.2,0,0,0,0,0,0,0,3,4,0,0,3,6,0,4,0,0,0,0,0,0,6,4,9,96,117,212,13,16,33,74,87,163,26,30,54
SSC50539,24,26,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,14,26,20,40,6,11,14,23,14,40
SSC50540,1122,1125,2248,545,262,811,144,365,511,44,36,82,47,27,80,781,696,1477,256,355,610,6,3.9,5.4,69.6,61.9,65.7,65.3,58.9,62.5,28,44,74,17,15,33,101,160,257,93,144,237,346,129,478,17,20,31,25,37,62,389,180,573,1170,1138,2309,96,104,200,886,840,1725,344,373,722
SSC50541,36,29,69,14,7,23,7,11,12,0,0,3,0,0,0,22,16,35,15,13,24,0,0,0,61.1,55.2,50.7,58.3,62.1,55.1,0,0,0,0,0,0,3,8,9,0,0,4,7,0,3,0,3,3,0,0,0,7,3,11,35,30,71,0,0,0,33,26,62,5,3,3
SSC50542,9,5,15,3,3,9,0,5,5,0,0,0,0,0,0,3,5,12,0,0,3,0,0,0,33.3,100,80,33.3,160,93.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,14,0,0,0,4,7,13,0,0,3
SSC50543,20,15,31,13,7,20,3,5,7,0,0,0,0,0,0,19,14,32,0,0,0,0,0,0,95,93.3,103.2,80,80,87.1,0,0,0,0,0,0,0,3,3,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,19,14,32,0,0,3,17,12,25,3,3,6
SSC50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50545,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50546,300,348,645,140,67,210,31,89,121,15,15,37,6,14,19,193,190,387,86,133,214,3.1,7.4,4.9,64.3,54.6,60,62,49.1,57.1,0,0,0,3,3,7,19,42,63,19,24,40,89,46,131,3,0,5,10,9,13,93,52,151,306,334,639,59,63,126,170,199,370,164,180,349
SSC50547,21,13,30,9,0,9,3,3,5,0,0,0,0,0,0,14,8,19,0,0,0,0,0,0,66.7,61.5,63.3,57.1,23.1,46.7,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,5,18,7,25,0,0,0,9,3,12,4,4,12
SSC50548,3474,3405,6882,1288,654,1946,465,736,1198,126,116,234,276,217,492,2156,1721,3876,1105,1486,2591,12.8,12.6,12.7,62.1,50.5,56.3,54.1,44.2,49.1,43,53,90,13,37,48,247,301,545,186,256,447,757,383,1142,60,67,130,57,84,141,876,536,1410,3404,3374,6782,650,597,1245,2306,2299,4607,1517,1432,2951
SSC50549,397,382,779,161,78,237,51,118,168,15,8,25,15,12,25,237,220,452,121,125,245,6.3,5.5,5.5,59.7,57.6,58,57.2,53.4,55.2,3,0,7,3,4,5,9,32,40,28,49,73,120,53,173,6,5,12,7,12,16,128,73,201,376,341,720,68,64,136,260,252,516,163,149,311
SSC50550,1100,1153,2249,481,253,734,154,375,532,39,22,66,56,48,109,731,705,1443,306,395,701,7.7,6.8,7.6,66.5,61.1,64.2,61.3,56.4,59.2,61,64,117,30,51,87,149,220,364,125,147,275,285,106,392,7,19,28,18,36,54,308,164,467,1125,1167,2296,130,131,264,840,880,1726,390,392,787
SSC50551,1112,1172,2287,551,285,834,120,329,443,57,48,104,77,72,145,805,728,1534,208,371,587,9.6,9.9,9.5,72.4,62.1,67.1,65.5,56.5,60.4,17,10,30,10,10,19,72,110,180,66,84,146,337,185,521,9,38,54,24,35,63,373,264,632,1075,1131,2209,231,272,503,683,710,1395,548,610,1160
SSC50552,25,22,43,7,10,21,3,11,10,0,0,0,3,0,3,18,15,37,4,0,6,16.7,0,8.1,72,68.2,86,40,95.5,72.1,0,0,0,0,0,3,3,9,10,3,0,3,6,0,7,0,0,0,0,0,0,6,0,7,21,18,36,6,3,10,18,15,35,0,0,4
SSC50553,12,15,29,11,5,15,0,3,3,0,3,6,0,0,0,13,8,21,0,0,0,0,0,0,108.3,53.3,72.4,91.7,73.3,82.8,0,0,0,0,0,0,0,0,0,0,5,5,7,0,6,0,0,0,0,0,0,7,0,6,13,15,24,0,0,3,8,9,14,3,6,9
SSC50554,1090,1126,2217,415,301,714,260,286,551,18,28,39,64,61,129,760,672,1428,222,321,546,8.4,9.1,9,69.7,59.7,64.4,63.6,54.6,58.8,105,77,180,19,24,42,240,279,522,127,100,226,127,83,209,9,10,19,12,28,45,146,122,272,741,738,1477,331,345,675,362,348,713,674,709,1382
SSC50555,348,372,717,182,112,294,42,102,144,12,13,25,16,18,38,252,244,502,71,104,179,6.3,7.4,7.6,72.4,65.6,70,67.8,61,64.6,7,5,8,3,10,14,16,48,63,29,39,68,120,61,180,8,7,13,3,12,18,131,73,203,330,343,672,87,112,196,181,181,361,210,245,451
SSC50556,38,45,84,19,19,37,12,20,33,3,0,4,0,0,0,30,37,69,4,11,12,0,0,0,78.9,82.2,82.1,89.5,86.7,88.1,0,3,3,0,0,0,0,3,6,3,11,15,11,12,24,0,0,0,0,3,3,11,15,24,44,48,92,0,0,4,29,37,65,14,16,25
SSC50557,36,38,70,11,10,19,3,12,18,0,0,3,0,0,0,18,19,41,9,16,25,0,0,0,50,50,58.6,38.9,57.9,57.1,0,0,0,0,0,0,3,7,9,3,4,5,8,3,7,0,3,3,0,6,3,8,13,15,34,49,85,0,0,3,27,37,66,11,16,23
SSC50558,28,19,44,13,8,20,0,5,5,0,3,6,0,0,0,17,15,29,3,8,6,0,0,0,60.7,78.9,65.9,46.4,84.2,70.5,0,0,0,0,3,3,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,24,20,41,0,3,3,12,14,25,7,7,21
SSC50559,496,485,977,199,105,303,73,135,209,22,15,37,22,13,39,309,269,580,159,191,354,7.1,4.8,6.7,62.3,55.5,59.4,59.3,52.6,56.2,17,10,22,6,9,13,28,57,81,40,49,85,168,37,205,4,3,5,7,17,20,173,56,230,490,469,956,38,43,84,375,369,749,152,136,286
SSC50560,180,186,360,83,48,128,41,76,115,13,7,19,3,0,6,134,132,262,26,34,62,2.2,0,2.3,74.4,71,72.8,76.1,70.4,72.8,6,7,12,3,11,12,36,42,78,13,31,43,47,18,66,0,3,3,9,0,12,49,28,78,156,164,319,40,53,99,97,100,196,96,106,199
SSC50561,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,9,0,0,0
SSC50562,244,225,469,118,54,171,21,44,64,9,3,8,10,8,17,155,103,261,58,102,163,6.5,7.8,6.5,63.5,45.8,55.7,60.7,44.9,51.8,0,3,3,0,3,3,11,18,26,10,9,19,50,26,70,5,7,11,10,5,7,57,34,95,213,224,437,50,40,88,139,139,280,113,103,220
SSC50563,15,8,26,9,3,12,0,3,6,0,0,0,0,0,0,9,7,16,0,0,0,0,0,0,60,87.5,61.5,60,75,69.2,0,0,0,0,0,0,3,0,3,0,0,3,3,3,3,0,0,0,0,0,0,3,3,3,14,7,21,0,3,4,6,5,11,4,0,7
SSC50564,1386,1415,2804,717,354,1065,177,416,592,65,52,117,97,89,182,1045,909,1959,236,401,639,9.3,9.8,9.3,75.4,64.2,69.9,69.2,58.1,63.3,15,22,32,8,31,46,75,164,234,95,138,234,482,258,734,14,25,40,27,27,53,520,313,830,1237,1252,2486,455,466,927,605,581,1184,1004,1032,2038
SSC50565,91,109,197,21,23,47,20,27,46,0,0,0,0,3,4,42,50,96,39,46,87,0,6,4.2,46.2,45.9,48.7,45.1,45.9,47.2,10,11,16,0,6,8,25,27,49,15,26,36,17,3,22,0,0,0,0,3,5,18,8,24,80,93,179,14,13,23,63,69,128,31,36,73
SSC50566,25,13,40,16,4,21,0,5,6,0,0,0,0,0,0,18,12,26,3,3,6,0,0,0,72,92.3,65,64,69.2,67.5,0,3,3,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,13,40,3,3,9,22,12,36,3,3,7
SSC50567,227,242,470,82,35,114,16,56,72,7,11,14,8,8,19,113,101,215,88,107,195,7.1,7.9,8.8,49.8,41.7,45.7,46.3,42.1,42.6,3,3,6,3,4,5,11,18,25,5,13,20,48,24,71,0,6,9,0,0,4,51,30,83,206,208,416,22,32,61,154,159,312,65,78,141
SSC50568,9,4,10,3,3,5,0,0,4,0,0,0,0,0,0,7,3,7,4,0,4,0,0,0,77.8,75,70,33.3,75,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,6,19,0,0,0,10,6,14,0,0,0
SSC50569,1346,1388,2736,578,263,837,194,398,593,37,34,71,57,42,102,863,736,1595,411,582,991,6.6,5.7,6.4,64.1,53,58.3,60.1,50.1,54.9,85,69,153,27,50,79,246,252,497,148,210,363,304,103,403,9,21,29,25,39,59,331,163,492,1342,1392,2739,125,146,268,1018,1047,2063,452,463,916
SSC50570,11,12,28,10,3,20,0,3,3,0,0,0,0,0,0,10,8,22,0,0,0,0,0,0,90.9,66.7,78.6,90.9,50,82.1,0,0,0,0,0,0,0,3,5,0,0,0,6,0,3,0,0,0,0,0,0,6,0,3,13,15,24,0,0,0,14,7,19,0,3,3
SSC50571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50572,7888,8239,16134,3341,1697,5033,812,1596,2412,254,208,462,604,464,1073,5007,3967,8979,2240,3619,5855,12.1,11.7,12,63.5,48.1,55.7,55.9,42.5,49,155,152,306,47,63,116,468,752,1225,479,678,1159,2002,982,2981,116,176,287,94,202,295,2211,1359,3565,7487,7577,15065,1413,1469,2888,4797,4860,9652,3656,3775,7429
SSC50573,105,84,187,40,20,53,20,24,44,8,6,17,3,4,6,65,51,119,26,25,51,4.6,7.8,5,61.9,60.7,63.6,64.8,59.5,61,4,0,3,0,4,8,22,20,38,8,18,24,25,8,30,0,0,0,0,0,3,26,7,33,110,84,191,10,6,20,74,51,131,37,34,67
SSC50574,7,9,20,4,3,8,0,3,0,0,0,0,0,0,0,9,3,11,0,3,3,0,0,0,128.6,33.3,55,57.1,66.7,40,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,6,7,17,0,0,0,4,7,12,3,0,3
SSC50575,56,43,99,39,13,45,4,16,15,3,3,7,0,0,0,40,29,68,7,9,13,0,0,0,71.4,67.4,68.7,82.1,74.4,67.7,0,0,0,0,0,0,0,10,9,3,5,6,14,3,18,0,3,3,0,0,0,20,7,22,54,50,100,3,3,6,43,39,81,9,13,23
SSC50576,72,67,147,35,17,50,5,18,23,3,0,3,3,0,5,46,36,83,24,25,47,6.5,0,6,63.9,53.7,56.5,59.7,52.2,51.7,0,3,3,0,3,3,3,5,7,0,3,8,20,9,34,0,0,0,0,0,0,25,10,33,67,65,140,8,13,21,47,50,101,29,25,59
SSC50577,139,121,263,27,11,43,4,15,23,3,4,14,10,4,19,48,41,89,80,77,153,20.8,9.8,21.3,34.5,33.9,33.8,24.5,24.8,30.4,0,0,0,0,0,0,8,7,14,10,3,19,36,14,49,0,0,0,8,6,13,44,20,62,118,108,231,18,19,39,83,71,151,52,58,112
SSC50578,25,24,51,17,3,22,0,10,11,3,0,7,0,0,0,23,20,38,3,4,10,0,0,0,92,83.3,74.5,80,54.2,78.4,0,0,0,0,0,0,0,0,3,0,3,6,5,8,15,0,0,0,0,0,0,12,6,18,28,20,53,3,0,7,23,15,39,11,11,20
SSC50579,28,19,44,16,7,20,3,9,10,0,0,0,0,0,0,17,11,33,4,3,6,0,0,0,60.7,57.9,75,67.9,84.2,68.2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,0,0,0,0,8,3,10,26,17,41,0,0,0,14,9,29,10,5,17
SSC50580,155,148,305,50,19,68,13,26,35,6,8,19,10,4,14,73,60,135,72,78,149,13.7,6.7,10.4,47.1,40.5,44.3,44.5,35.8,40,0,0,0,0,3,4,8,9,11,3,9,17,37,17,58,3,0,3,4,3,12,47,26,75,153,152,307,20,15,41,110,111,227,55,43,97
SSC50581,3782,4307,8086,1266,629,1890,376,839,1210,132,108,241,273,226,496,2049,1801,3849,1509,2263,3771,13.3,12.5,12.9,54.2,41.8,47.6,46.9,36.6,41.3,42,40,85,13,49,60,141,314,451,196,352,551,1091,546,1638,52,76,127,58,119,178,1206,736,1944,3614,3937,7557,646,761,1410,2415,2625,5036,1681,1904,3586
SSC50582,21,23,43,7,7,15,0,4,10,0,0,0,0,0,0,8,11,22,7,5,11,0,0,0,38.1,47.8,51.2,33.3,47.8,58.1,0,0,0,0,0,0,0,3,3,3,0,3,6,6,5,0,0,0,0,0,3,3,6,6,23,23,45,0,0,0,17,16,39,4,5,12
SSC50583,1109,1121,2234,468,253,716,132,309,442,42,31,79,60,30,92,711,619,1327,307,418,725,8.4,4.8,6.9,64.1,55.2,59.4,57.9,52.9,55.4,28,22,42,8,33,41,106,149,257,88,115,206,312,109,427,13,18,31,20,25,46,348,151,500,1067,1094,2158,133,145,272,723,730,1447,417,423,836
SSC50584,117,116,228,48,23,71,10,30,44,10,6,15,5,6,13,71,60,133,36,43,78,7,10,9.8,60.7,51.7,58.3,58.1,50.9,57,0,0,0,0,3,3,11,20,24,10,9,19,29,10,35,4,0,3,3,0,4,31,14,41,107,117,229,22,8,31,87,81,162,39,40,79
SSC50585,3825,3844,7674,1851,951,2806,503,1133,1639,131,152,287,205,157,367,2695,2403,5098,974,1299,2273,7.6,6.5,7.2,70.5,62.5,66.4,65,58.2,61.7,118,120,239,64,138,201,506,743,1247,371,401,773,1102,414,1522,40,66,102,78,118,193,1217,599,1817,3997,3981,7978,493,493,988,2954,2958,5914,1355,1331,2683
SSC50586,5,5,10,5,4,5,0,3,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,100,100,100,100,140,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,5,5,10,0,0,0
SSC50587,35,27,61,10,9,15,0,6,6,0,0,0,5,0,3,12,14,25,17,12,31,41.7,0,12,34.3,51.9,41,28.6,55.6,34.4,0,0,0,0,0,0,0,0,3,0,3,3,10,3,17,0,0,0,0,0,0,10,3,17,33,21,53,0,3,4,21,16,41,12,5,16
SSC50588,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0
SSC50589,61,66,128,7,0,5,0,3,0,0,0,0,13,9,22,18,12,35,36,55,90,72.2,75,62.9,29.5,18.2,27.3,11.5,4.5,3.9,3,0,3,0,0,0,0,0,0,0,0,0,4,0,9,0,3,5,0,0,0,8,4,14,86,79,163,14,9,21,69,63,137,25,21,44
SSC50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50591,78,77,156,22,8,28,9,15,26,0,0,3,0,3,4,31,26,62,30,31,63,0,11.5,6.5,39.7,33.8,39.7,39.7,29.9,36.5,0,4,3,0,0,0,11,15,19,0,9,8,20,5,22,0,0,0,0,0,3,18,9,32,63,57,128,11,7,18,37,35,72,33,31,65
SSC50592,844,810,1656,324,197,517,95,191,284,14,20,37,38,20,54,465,428,892,256,241,497,8.2,4.7,6.1,55.1,52.8,53.9,51.3,50.4,50.6,56,37,91,16,28,48,126,165,299,72,88,161,118,53,171,12,12,19,9,17,29,136,82,218,764,669,1433,149,111,262,453,442,898,441,321,761
SSC50593,3,3,4,3,0,3,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,100,100,100,100,0,75,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,3,3,3,0,0,0
SSC50594,23,14,35,15,4,20,0,3,3,3,0,3,0,0,0,20,12,26,0,4,4,0,0,0,87,85.7,74.3,78.3,50,74.3,0,0,0,0,0,0,0,3,4,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,15,18,34,0,3,4,17,15,28,4,3,6
SSC50595,21,18,33,14,3,14,0,6,6,3,0,3,0,0,5,18,7,23,0,4,3,0,0,21.7,85.7,38.9,69.7,81,50,69.7,0,0,0,0,4,0,0,0,3,0,0,3,6,3,6,0,0,0,0,0,0,6,3,8,20,30,46,3,0,4,13,14,27,11,12,19
SSC50596,31,27,55,9,11,23,3,7,12,0,0,0,3,0,4,18,15,32,12,9,26,16.7,0,12.5,58.1,55.6,58.2,38.7,66.7,63.6,0,0,0,0,0,0,3,0,3,0,3,9,8,3,13,0,0,0,0,3,3,8,8,12,32,26,62,0,3,5,23,22,44,10,12,16
SSC50597,1638,1871,3508,877,377,1256,199,576,778,50,59,108,49,67,119,1174,1079,2257,358,635,996,4.2,6.2,5.3,71.7,57.7,64.3,68.7,54.1,61.1,107,84,191,38,84,121,339,417,756,188,182,371,311,119,430,10,13,23,21,47,68,349,172,519,1759,1924,3684,240,233,467,1185,1268,2457,705,776,1481
SSC50598,19,22,39,7,4,18,0,6,6,4,0,4,0,0,0,10,13,26,5,8,16,0,0,0,52.6,59.1,66.7,57.9,45.5,71.8,0,0,0,0,0,0,0,6,4,0,3,7,10,0,10,0,3,3,0,0,0,10,3,10,25,25,51,0,0,0,17,20,38,5,5,9
SSC50599,18,14,35,12,3,14,0,3,7,0,0,0,0,0,0,12,11,27,4,4,11,0,0,0,66.7,78.6,77.1,66.7,42.9,60,0,0,0,0,0,0,4,3,3,3,3,3,6,3,12,0,0,0,0,0,0,6,5,14,17,17,36,6,7,11,13,15,28,5,10,16
SSC50600,514,582,1096,144,134,282,24,28,50,13,19,30,36,25,69,220,206,431,174,263,436,16.4,12.1,16,42.8,35.4,39.3,35.2,31.1,33,6,7,20,6,3,15,30,62,84,29,24,48,56,19,74,4,7,8,14,15,28,77,41,119,476,532,1008,137,130,266,317,367,678,254,252,497
SSC50601,5400,5739,11141,2288,1130,3421,626,1535,2159,190,172,358,321,290,615,3426,3130,6552,1582,2316,3893,9.4,9.3,9.4,63.4,54.5,58.8,57.5,49.4,53.3,121,79,194,43,123,158,423,677,1100,464,646,1113,1646,708,2352,50,103,148,82,197,277,1787,997,2785,5084,5368,10455,1009,1118,2122,3081,3140,6223,2832,3143,5981
SSC50602,115,109,220,52,29,83,10,26,38,9,6,14,8,3,10,75,63,135,30,40,67,10.7,4.8,7.4,65.2,57.8,61.4,61.7,56,61.4,0,3,3,0,0,0,0,9,14,3,14,17,38,10,49,0,3,3,0,0,3,43,14,56,112,107,221,16,13,30,64,66,132,54,49,103
SSC50603,25,19,41,5,9,12,4,3,6,0,0,0,3,0,4,14,11,25,7,7,17,21.4,0,16,56,57.9,61,36,63.2,43.9,0,0,0,0,0,0,3,4,6,0,4,4,5,0,7,0,0,0,0,0,0,6,3,10,26,22,45,0,0,0,22,14,38,3,3,4
SSC50604,15,7,20,3,4,5,0,0,3,0,0,0,0,0,0,3,8,9,8,3,8,0,0,0,20,114.3,45,20,57.1,40,0,0,0,0,0,0,0,0,0,5,3,3,5,0,3,0,0,0,0,0,0,5,4,8,3,3,4,5,3,14,3,0,4,7,5,13
SSC50605,2019,2026,4047,922,501,1420,284,565,848,67,75,142,86,64,155,1358,1204,2563,574,738,1311,6.3,5.3,6,67.3,59.4,63.3,63.1,56.3,59.6,65,42,111,43,68,112,308,382,691,185,239,428,540,201,738,10,25,36,32,71,103,587,293,879,2054,2023,4076,268,265,534,1510,1495,3009,714,728,1437
SSC50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50607,4281,4490,8769,1673,996,2670,532,1049,1581,134,145,283,273,211,488,2618,2400,5022,1258,1671,2928,10.4,8.8,9.7,61.2,53.5,57.3,54.6,48.8,51.7,123,186,310,68,116,190,452,719,1169,311,424,730,1055,401,1457,39,73,112,71,98,171,1165,574,1739,3732,3934,7669,770,810,1581,2449,2583,5033,1908,1973,3887
SSC50608,1721,1813,3528,1151,628,1777,172,518,688,64,81,141,65,103,173,1451,1328,2782,171,400,570,4.5,7.8,6.2,84.3,73.2,78.9,80.6,67.7,73.9,105,97,202,23,59,85,289,423,715,157,209,370,472,228,696,13,35,46,19,48,65,505,307,806,1715,1785,3500,439,520,953,717,729,1449,1218,1351,2574
SSC50609,904,921,1823,630,329,960,53,224,281,28,37,71,26,20,52,746,615,1361,103,244,346,3.5,3.3,3.8,82.5,66.8,74.7,78.7,64.1,72,36,28,69,9,24,33,91,151,241,84,79,166,298,122,422,7,20,22,15,15,29,317,160,473,871,901,1772,262,257,520,461,460,918,596,601,1199
SSC50610,39,38,73,18,5,26,3,12,13,0,0,0,0,0,0,29,14,42,15,21,31,0,0,0,74.4,36.8,57.5,53.8,44.7,53.4,0,0,0,0,0,0,0,4,4,6,9,9,20,6,21,0,0,0,0,0,0,19,5,29,46,41,90,0,0,3,44,35,75,8,9,16
SSC50611,3312,3410,6721,2147,1180,3331,402,972,1374,108,122,233,175,211,385,2838,2484,5322,343,839,1174,6.2,8.5,7.2,85.7,72.8,79.2,80.2,66.7,73.5,213,210,426,47,91,140,612,743,1355,370,409,782,803,443,1248,23,54,85,51,74,130,877,574,1455,3167,3222,6395,977,1046,2023,1118,1169,2286,2687,2804,5492
