SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC50554,291,593,0,0,16,69,3,15,139,481,160,561,0,3,11,21,8,19,18,50,173,611,0,4,3,6,0,0,18,48,19,58,3,4,9,21,23,44,33,71,55,123,26,58,545,1386
SSC50555,119,231,0,3,11,58,3,10,76,276,92,351,3,15,6,26,17,53,28,98,121,449,0,0,3,12,4,9,21,66,27,91,0,3,0,4,5,17,6,19,38,105,3,7,281,792
SSC50556,17,34,0,3,0,9,0,3,3,14,5,27,0,0,0,5,3,9,4,19,14,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,85
SSC50557,10,21,0,4,0,0,0,0,6,34,10,37,0,0,0,0,0,3,0,3,10,42,0,0,0,0,0,0,3,4,3,4,0,0,0,3,0,3,0,3,5,11,0,0,26,76
SSC50558,5,5,0,0,0,3,0,5,4,17,5,24,0,0,0,0,0,0,0,0,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31
SSC50559,143,287,0,6,13,73,10,34,47,199,75,315,26,104,18,61,36,111,78,276,151,594,0,0,0,4,0,3,3,7,5,16,3,12,4,6,10,11,14,31,19,49,0,3,311,928
SSC50560,32,67,0,10,10,33,0,4,39,144,50,193,3,7,8,26,7,22,17,47,65,243,0,0,0,8,0,0,10,15,11,21,0,4,4,7,0,0,4,13,15,35,0,0,112,339
SSC50561,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
SSC50562,60,112,4,16,7,20,0,6,42,166,49,200,5,12,0,0,13,29,13,42,60,248,0,0,0,0,0,3,12,32,7,37,0,0,0,0,10,23,10,23,22,62,4,10,145,425
SSC50563,3,6,0,0,0,0,0,0,0,12,0,12,0,0,0,3,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18
SSC50564,278,535,13,58,63,300,10,55,298,1121,390,1536,22,87,36,103,59,195,116,389,508,1923,0,4,14,56,8,29,110,306,132,390,3,13,22,46,37,82,58,145,197,532,11,18,988,3017
SSC50565,64,116,0,0,3,10,0,0,5,21,9,39,0,0,0,0,3,16,3,16,14,53,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,3,6,0,0,75,171
SSC50566,5,13,0,0,0,0,0,0,7,24,7,24,0,0,0,0,0,0,0,0,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,14,33
SSC50567,71,139,0,0,0,3,0,0,25,112,26,117,0,6,4,7,7,15,10,29,41,140,0,0,3,8,0,3,14,23,11,38,0,3,0,3,3,12,9,14,20,51,0,3,131,341
SSC50568,0,0,0,0,0,0,0,0,0,8,3,8,0,0,0,7,0,4,3,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14
SSC50569,461,908,9,45,42,197,12,57,192,776,260,1076,20,86,53,195,100,295,172,579,434,1648,0,5,15,40,0,0,18,37,29,85,3,5,11,29,30,57,47,93,78,175,5,12,975,2753
SSC50570,3,7,0,0,0,0,0,0,6,13,6,13,0,0,0,0,0,3,0,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25
SSC50571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50572,1728,3444,62,369,182,896,67,319,1229,4790,1539,6378,84,366,107,364,382,1227,579,1961,2123,8336,15,56,59,222,37,145,489,1401,597,1825,44,149,90,190,363,780,503,1124,1102,2952,103,222,5053,14957
SSC50573,22,47,0,0,4,18,0,0,22,66,26,84,0,3,0,0,3,8,4,13,24,99,0,0,0,3,0,0,4,4,3,11,0,0,0,3,0,4,4,3,8,16,0,0,57,156
SSC50574,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
SSC50575,10,29,0,0,0,0,0,0,12,49,12,49,0,4,0,0,0,3,3,7,14,53,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,3,0,3,3,4,0,0,31,83
SSC50576,19,32,0,0,3,18,0,0,5,23,11,43,3,8,0,3,8,23,13,33,18,76,0,0,0,0,0,3,4,7,3,13,0,0,0,0,0,0,0,0,3,13,0,3,42,124
SSC50577,67,124,0,3,0,0,0,0,11,44,13,49,0,0,0,0,0,7,0,7,16,60,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,3,11,0,4,82,195
SSC50578,13,20,0,5,0,0,0,3,6,27,9,39,0,0,0,0,0,0,0,0,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,61
SSC50579,4,12,0,0,0,0,0,0,3,15,3,15,0,0,0,0,0,10,0,10,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,12,38
SSC50580,46,96,0,0,0,10,0,8,15,82,20,98,0,0,3,5,3,11,8,16,30,112,0,0,3,14,0,5,8,15,11,34,4,8,3,7,4,16,11,31,20,57,0,7,96,270
SSC50581,1192,2337,17,102,75,358,39,173,492,1882,623,2510,47,194,62,200,193,601,302,995,925,3505,14,55,41,137,27,101,243,655,321,950,21,63,47,106,165,336,234,503,552,1450,35,71,2699,7363
SSC50582,5,16,0,0,0,3,0,4,3,12,5,25,0,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,3,4,0,0,12,40
SSC50583,291,578,8,37,24,107,3,15,154,592,185,744,24,96,19,75,75,249,127,416,309,1161,3,17,7,30,5,19,41,123,58,180,3,14,13,26,45,89,60,124,121,309,11,23,733,2060
SSC50584,37,79,3,13,4,9,0,3,19,74,27,100,0,3,7,16,3,10,10,26,38,126,0,0,0,0,0,0,6,9,6,9,0,0,0,0,3,5,3,5,11,14,0,0,86,219
SSC50585,1092,2144,18,105,110,493,29,129,738,2806,894,3529,51,233,85,295,238,721,372,1241,1266,4766,0,3,16,55,3,10,144,392,165,454,19,51,44,90,170,344,228,490,394,946,41,89,2792,7941
SSC50586,0,0,0,0,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
SSC50587,17,36,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,45
SSC50588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50589,12,23,0,8,0,0,0,3,10,53,15,66,0,0,0,0,0,5,0,5,17,66,0,5,4,17,3,9,7,42,13,71,0,0,0,0,0,3,0,3,19,80,8,13,48,182
SSC50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50591,25,53,0,0,0,0,0,0,4,19,4,19,0,0,0,0,0,8,0,8,3,20,0,0,0,0,0,0,5,16,5,16,0,0,0,6,0,3,0,7,9,17,0,0,37,94
SSC50592,184,367,0,3,31,135,0,12,95,372,127,520,13,38,22,84,28,91,67,212,195,732,0,4,5,13,3,7,21,53,29,78,3,10,6,9,21,40,29,57,55,132,4,10,442,1241
SSC50593,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50594,3,8,0,0,0,0,0,0,4,13,4,13,0,0,0,0,0,4,0,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22
SSC50595,3,6,0,0,0,0,0,0,8,38,8,38,0,0,0,0,0,0,0,0,8,38,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,10,46
SSC50596,16,30,0,0,0,5,0,0,0,9,4,11,0,0,0,0,3,8,3,8,7,23,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,3,0,0,22,57
SSC50597,450,875,8,30,64,267,12,44,455,1729,532,2067,32,133,76,261,66,202,168,587,704,2660,0,0,5,14,0,3,24,68,33,87,6,17,10,23,34,69,51,105,79,197,14,31,1252,3769
SSC50598,8,21,0,0,0,0,0,0,3,17,3,17,0,0,0,0,0,4,3,6,3,22,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,3,4,0,0,17,43
SSC50599,3,7,0,0,0,3,0,0,3,19,7,20,0,0,0,0,0,5,0,5,10,26,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,14,38
SSC50600,65,133,3,16,3,15,11,43,66,286,81,358,0,3,0,4,13,35,12,49,92,403,0,6,7,25,23,112,61,202,91,338,0,0,3,3,22,54,21,58,116,400,16,31,283,972
SSC50601,1600,3114,34,195,176,798,59,246,867,3286,1141,4518,102,398,153,506,316,944,569,1854,1708,6374,7,35,50,190,27,99,218,615,306,942,31,90,47,110,130,277,208,474,512,1412,29,63,3853,10960
SSC50602,31,67,3,13,0,4,3,9,16,55,20,79,3,14,3,9,4,20,12,37,30,119,0,0,0,0,0,0,7,15,7,15,0,0,0,3,4,9,9,11,11,32,0,0,76,214
SSC50603,10,14,0,0,0,6,0,0,0,5,3,9,0,3,0,3,0,4,0,9,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35
SSC50604,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC50605,595,1163,3,19,55,249,8,43,361,1380,429,1684,31,123,42,140,117,377,189,635,618,2318,3,5,14,46,4,13,71,181,94,251,14,37,33,80,86,176,130,295,220,544,17,39,1447,4061
SSC50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50607,1042,2050,11,66,96,462,21,98,527,1939,659,2559,41,170,58,181,174,528,265,877,926,3436,6,22,52,166,14,51,210,527,280,772,19,61,57,127,230,492,313,681,588,1454,50,109,2607,7041
SSC50608,410,805,6,24,51,229,5,28,602,2212,661,2489,37,141,35,131,48,166,123,436,784,2926,0,3,10,43,3,10,97,235,115,298,4,19,22,43,25,65,50,124,164,419,15,23,1377,4178
SSC50609,190,366,0,17,33,145,13,49,260,1029,308,1245,14,58,22,74,42,124,80,258,385,1502,0,3,4,10,3,11,39,120,49,147,3,12,0,9,16,40,25,53,74,207,7,16,660,2088
SSC50610,13,23,0,0,4,20,0,0,11,26,11,43,0,3,0,3,0,0,3,10,13,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,79
SSC50611,785,1547,9,49,124,574,25,103,1061,3979,1226,4706,42,178,93,307,135,422,272,904,1494,5610,5,26,14,41,9,28,136,352,160,454,15,34,22,45,80,168,112,256,277,711,39,77,2592,7942
SSC50612,8,23,0,0,0,0,0,0,5,24,5,24,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,47
SSC50613,367,724,9,36,33,170,17,68,188,743,243,1015,17,74,19,57,72,218,107,349,351,1363,0,3,7,27,6,19,42,121,58,170,3,9,12,22,46,103,61,140,124,308,10,27,854,2425
SSC50614,5,12,0,0,0,0,0,0,5,22,4,22,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31
SSC50615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50616,48,100,0,0,0,3,0,0,24,85,26,92,0,5,4,8,13,28,13,37,41,124,0,0,0,0,0,0,4,15,4,15,0,0,0,3,0,4,0,8,7,23,0,0,99,249
SSC50617,67,133,0,4,4,31,4,19,88,313,100,369,3,7,4,12,4,19,14,40,110,408,0,0,0,4,0,0,18,56,21,60,0,0,3,6,4,9,8,18,28,76,4,5,212,632
SSC50618,105,203,5,30,3,9,10,30,28,113,40,182,14,45,10,22,23,68,41,137,84,319,0,10,0,0,0,3,10,27,11,39,3,6,3,3,10,24,16,38,27,74,8,15,219,610
SSC50619,16,30,0,3,0,0,0,0,0,8,4,11,0,0,0,5,0,3,5,3,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,48
SSC50620,687,1350,10,65,54,222,25,117,494,1831,581,2227,37,162,51,164,145,453,233,776,821,3003,9,29,19,54,6,27,111,295,143,401,23,67,34,75,141,304,197,446,335,844,26,68,1871,5267
SSC50621,448,867,11,78,46,217,13,49,244,935,317,1281,31,138,47,151,102,312,179,604,493,1887,4,10,7,29,0,9,39,105,58,154,8,30,10,24,44,94,61,146,119,299,10,29,1079,3083
SSC50622,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50623,266,519,3,26,44,209,13,51,171,673,229,958,18,72,40,149,57,188,119,410,355,1363,4,23,4,23,0,13,32,83,40,136,3,21,10,23,26,49,39,97,79,227,10,13,713,2133
SSC50624,26,49,0,4,3,9,3,8,3,26,11,55,0,4,0,3,5,6,5,21,17,68,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,3,3,3,0,7,0,0,45,123
SSC50625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50626,182,364,3,29,15,56,9,36,78,311,106,425,10,39,14,39,67,206,84,286,188,718,0,5,0,0,3,5,15,48,19,63,0,0,3,11,35,71,41,84,58,142,4,8,433,1226
SSC50627,61,116,0,9,3,13,3,9,17,71,23,101,7,19,4,9,14,50,23,83,47,179,0,0,0,3,0,0,8,11,9,12,0,3,3,5,4,9,7,17,14,34,0,0,126,331
SSC50628,13,24,0,0,3,9,0,6,8,18,11,38,0,0,0,4,4,6,3,10,8,47,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,0,0,25,72
SSC50629,17,29,0,0,0,5,0,7,10,27,9,31,0,0,0,0,3,13,3,13,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,82
SSC50630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50631,1242,2443,35,176,131,624,52,244,808,3064,1026,4103,64,247,71,233,290,922,425,1398,1449,5497,9,41,32,124,14,66,234,648,297,872,34,106,55,115,218,475,302,698,602,1571,46,98,3339,9609
SSC50632,44,82,0,0,4,6,0,5,15,55,20,67,0,3,4,5,0,10,8,18,24,88,0,0,4,11,0,0,3,5,4,19,0,0,0,0,0,0,0,0,3,21,4,13,80,197
SSC50633,313,622,0,3,8,35,4,13,85,278,95,329,3,12,7,31,18,52,33,92,129,423,0,0,0,0,3,3,16,28,18,36,0,4,6,19,7,23,21,41,31,72,15,28,489,1141
SSC50634,139,268,4,22,24,111,4,19,154,588,184,739,8,32,10,31,34,101,46,165,235,908,0,3,3,18,4,9,25,72,35,108,0,3,4,8,19,36,24,47,59,151,8,12,428,1339
SSC50635,18,33,0,0,0,0,0,3,6,21,6,22,0,3,0,3,3,7,7,10,11,35,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,0,9,5,7,0,0,31,75
SSC50636,1181,2316,27,143,193,861,30,121,753,2920,1000,4043,136,561,225,787,293,903,655,2245,1655,6288,3,11,33,109,7,22,97,266,134,409,31,97,36,80,95,197,154,371,291,784,24,54,3157,9444
SSC50637,204,404,5,38,21,106,10,50,97,370,129,564,3,11,13,35,48,143,64,190,190,753,0,10,3,14,3,19,41,101,53,138,3,11,10,17,43,89,57,119,104,262,12,22,508,1439
SSC50638,8,14,0,0,0,4,0,0,5,19,8,27,0,0,0,3,3,10,5,11,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,51
SSC50639,334,658,4,30,28,116,3,26,248,933,288,1102,10,48,29,99,49,155,94,299,381,1397,3,11,15,44,7,30,80,212,104,298,4,22,28,62,86,174,120,255,230,553,19,40,959,2652
SSC50640,3,7,0,0,0,5,0,12,3,11,5,22,0,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31
SSC50641,9,18,0,0,0,0,0,0,3,13,3,13,0,0,0,0,0,4,0,4,4,14,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,3,0,3,4,9,0,0,18,38
SSC50642,3,14,0,0,0,0,0,0,0,4,0,4,0,3,0,0,3,18,3,16,9,21,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,3,3,8,0,0,18,40
SSC50643,497,993,4,42,73,331,29,131,600,2295,709,2793,50,213,53,192,119,371,223,784,933,3578,5,21,17,53,6,26,79,212,110,309,10,38,23,54,75,154,104,245,212,550,14,30,1665,5153
SSC50644,16,34,0,0,0,0,0,6,4,15,5,17,0,3,0,0,3,11,6,23,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,73
SSC50645,3,3,0,0,0,0,0,3,0,6,4,9,0,0,0,0,3,9,3,9,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21
SSC50646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50647,3,3,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,4,0,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16
SSC50648,0,7,0,0,0,0,0,0,6,26,6,26,0,0,0,3,0,0,3,9,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38
SSC50649,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
SSC50650,5,12,3,9,0,0,0,3,0,8,3,23,0,0,0,0,0,8,0,8,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,13,46
SSC50651,40,83,0,3,3,10,0,11,17,69,28,105,3,12,4,9,10,41,20,61,43,161,0,0,0,5,0,0,3,4,3,11,0,0,0,3,0,7,4,9,6,19,0,3,89,261
SSC50652,118,231,0,0,0,11,3,18,48,181,52,213,0,3,0,7,9,27,14,37,64,253,0,4,0,0,0,4,7,25,12,33,0,0,0,0,7,17,7,17,18,46,0,0,202,528
SSC50653,32,57,0,0,0,0,0,0,5,29,5,29,0,0,0,0,0,3,0,3,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,44,97
SSC50654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50655,90,173,0,0,14,52,6,24,33,118,48,190,6,25,19,55,20,57,41,135,90,325,0,0,3,4,0,0,0,3,3,10,0,0,0,3,9,13,10,18,15,28,0,3,189,532
SSC50656,18,40,0,0,0,3,0,0,9,38,8,40,0,0,0,0,4,12,4,12,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,92
SSC50657,8,11,0,0,0,3,0,0,5,23,9,28,0,0,0,0,0,3,0,3,6,32,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,12,42
SSC50658,3,13,0,0,0,0,0,0,0,7,0,7,0,5,0,0,0,5,3,11,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32
SSC50659,751,1482,28,157,107,540,44,203,667,2569,849,3465,66,291,73,249,237,753,372,1288,1226,4755,11,40,43,144,19,77,157,449,228,713,13,49,28,75,121,279,170,401,395,1115,40,81,2406,7431
SSC50660,46,91,0,0,7,15,0,0,33,128,36,137,0,0,3,4,4,16,11,27,46,165,0,0,0,0,0,0,3,13,3,13,0,0,0,0,0,0,0,0,4,18,0,0,104,273
SSC50661,0,0,0,0,0,3,0,0,3,11,4,12,0,0,0,0,0,4,0,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,6,0,0,4,20
SSC50662,464,901,24,125,132,558,17,79,376,1529,556,2283,86,351,124,443,208,635,419,1434,973,3717,0,0,9,29,0,3,24,73,34,107,5,13,17,41,33,65,53,117,95,229,11,17,1540,4867
SSC50663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50664,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,0,0,3,9
SSC50665,0,0,0,8,0,0,0,8,0,3,0,14,3,11,0,0,0,4,3,14,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,6,30
SSC50666,576,1122,4,13,58,242,4,17,412,1526,477,1801,39,167,85,282,90,279,218,725,693,2530,3,12,15,51,0,6,51,127,68,193,4,10,34,65,68,143,104,223,173,419,27,63,1477,4133
SSC50667,4,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
SSC50668,1069,2052,3,13,32,157,5,30,456,1539,500,1733,23,80,63,195,79,252,160,525,652,2255,0,10,15,42,4,17,120,305,142,366,14,48,54,114,149,309,220,468,365,834,70,140,2150,5283
SSC50669,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC50670,13,23,0,0,0,5,0,0,4,6,5,17,0,0,0,3,0,3,3,5,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,22,51
SSC50671,5,14,0,0,3,11,0,0,3,15,6,31,0,0,0,0,3,4,3,4,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,21,55
SSC50672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50673,8,9,0,0,0,5,0,0,6,27,6,32,0,6,0,0,0,0,0,6,6,34,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,0,0,0,3,8,0,0,14,54
SSC50674,8,11,0,0,0,0,0,9,8,20,7,26,0,0,0,0,0,7,0,7,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,44
SSC50675,4,11,0,3,0,0,0,0,11,40,6,38,0,0,0,0,0,4,0,4,7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,55
SSC50676,31,50,0,0,0,3,0,0,3,11,7,16,0,3,0,0,0,3,0,6,10,24,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,6,0,6,3,6,0,0,35,86
SSC50677,0,0,0,0,0,8,0,0,3,21,7,23,0,0,0,4,0,0,0,4,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,10,33
SSC50678,36,74,0,0,3,12,6,24,13,64,23,103,4,14,0,10,15,39,16,64,40,165,0,0,0,3,0,0,3,6,3,6,0,0,0,3,7,15,9,18,12,28,0,0,92,260
SSC50679,309,600,7,44,39,188,14,56,142,542,202,835,22,85,50,186,87,279,164,552,366,1383,0,0,9,28,3,12,22,59,38,94,3,5,9,25,27,58,39,90,73,185,6,13,755,2191
SSC50680,311,607,12,56,58,254,19,78,251,955,334,1340,32,144,47,165,112,368,195,677,531,2024,3,11,14,47,3,24,45,126,68,210,5,24,10,19,44,103,60,143,131,349,10,29,988,3005
SSC50681,18,37,0,0,0,3,0,3,13,47,14,59,0,0,0,3,3,14,7,17,19,75,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,7,5,4,5,9,0,0,46,118
SSC50682,132,262,3,8,8,43,5,27,79,320,97,403,14,52,11,25,31,83,53,165,151,566,0,0,0,3,3,13,19,51,22,64,3,4,8,15,14,32,23,51,46,116,6,7,331,950
SSC50683,3,5,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,0,9,16
SSC50684,29,54,0,0,3,8,0,0,11,40,13,42,0,0,0,0,3,5,3,11,13,50,0,0,0,0,0,0,4,10,4,10,0,0,0,0,0,0,0,0,4,10,0,0,46,123
